m iriomotense,nifH,Inga laurina,nodule,,genomic DNA,NifH,2..388 KT880591,# Direct Submission,,
AMT77018.1,,Bradyrhizobium iriomotense,"# Rhem,M.F.K., Silva,V.C., dos Santos,J.M.F., dos Santos,H.R.M. and # Gross,E.",,Mariana F.K. Rhem,,Brazil,06-APR-2016,"Bradyrhizobium iriomotense strain BRUESC655 nitrogenase reductase (nifH) gene, partial cds.",Bradyrhizobium iriomotense,nifH,Inga laurina,nodule,,genomic DNA,NifH,2..388 KT880592,# Direct Submission,,
ARA10382.1,,uncultured bacterium,"# Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W. # Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W.",GHXIEBM05GFXAY,,,"Brazil: Forest Atlantic, Parana, Serra do Mar",26-MAR-2017,"Uncultured bacterium clone GHXIEBM05GFXAY nitrogenase iron protein (nifH) gene, partial cds.",uncultured bacterium,nifH,,"Acidic Peatland, 20cm depth",25.53 S 48.57 W,genomic DNA,NifH,KX715139,"# Diversity of diazotrophic bacteria of Acidic Peatlands from the Serra do Mar, Parana State, Brazil # Direct Submission",,
ARA10383.1,,uncultured bacterium,"# Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W. # Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W.",GHXIEBM05GEJRK,,,"Brazil: Forest Atlantic, Parana, Serra do Mar",26-MAR-2017,"Uncultured bacterium clone GHXIEBM05GEJRK nitrogenase iron protein (nifH) gene, partial cds.",uncultured bacterium,nifH,,"Acidic Peatland, 20cm depth",25.53 S 48.57 W,genomic DNA,NifH,KX715140,"# Diversity of diazotrophic bacteria of Acidic Peatlands from the Serra do Mar, Parana State, Brazil # Direct Submission",,
ARA10384.1,,uncultured bacterium,"# Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W. # Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W.",GHXIEBM05GBZRY,,,"Brazil: Forest Atlantic, Parana, Serra do Mar",26-MAR-2017,"Uncultured bacterium clone GHXIEBM05GBZRY nitrogenase iron protein (nifH) gene, partial cds.",uncultured bacterium,nifH,,"Acidic Peatland, 20cm depth",25.53 S 48.57 W,genomic DNA,NifH,KX715141,"# Diversity of diazotrophic bacteria of Acidic Peatlands from the Serra do Mar, Parana State, Brazil # Direct Submission",,
ARA10385.1,,uncultured bacterium,"# Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W. # Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W.",GHXIEBM05F7NYF,,,"Brazil: Forest Atlantic, Parana, Serra do Mar",26-MAR-2017,"Uncultured bacterium clone GHXIEBM05F7NYF nitrogenase iron protein (nifH) gene, partial cds.",uncultured bacterium,nifH,,"Acidic Peatland, 20cm depth",25.53 S 48.57 W,genomic DNA,NifH,KX715142,"# Diversity of diazotrophic bacteria of Acidic Peatlands from the Serra do Mar, Parana State, Brazil # Direct Submission",,
ARA10386.1,,uncultured bacterium,"# Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W. # Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W.",GHXIEBM05F4C1U,,,"Brazil: Forest Atlantic, Parana, Serra do Mar",26-MAR-2017,"Uncultured bacterium clone GHXIEBM05F4C1U nitrogenase iron protein (nifH) gene, partial cds.",uncultured bacterium,nifH,,"Acidic Peatland, 20cm depth",25.53 S 48.57 W,genomic DNA,NifH,KX715143,"# Diversity of diazotrophic bacteria of Acidic Peatlands from the Serra do Mar, Parana State, Brazil # Direct Submission",,
ARA10387.1,,uncultured bacterium,"# Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W. # Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W.",GHXIEBM05F8VW2,,,"Brazil: Forest Atlantic, Parana, Serra do Mar",26-MAR-2017,"Uncultured bacterium clone GHXIEBM05F8VW2 nitrogenase iron protein (nifH) gene, partial cds.",uncultured bacterium,nifH,,"Acidic Peatland, 20cm depth",25.53 S 48.57 W,genomic DNA,NifH,KX715144,"# Diversity of diazotrophic bacteria of Acidic Peatlands from the Serra do Mar, Parana State, Brazil # Direct Submission",,
ARA10388.1,,uncultured bacterium,"# Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W. # Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W.",GHXIEBM05GC525,,,"Brazil: Forest Atlantic, Parana, Serra do Mar",26-MAR-2017,"Uncultured bacterium clone GHXIEBM05GC525 nitrogenase iron protein (nifH) gene, partial cds.",uncultured bacterium,nifH,,"Acidic Peatland, 20cm depth",25.53 S 48.57 W,genomic DNA,NifH,KX715145,"# Diversity of diazotrophic bacteria of Acidic Peatlands from the Serra do Mar, Parana State, Brazil # Direct Submission",,
ARA10389.1,,uncultured bacterium,"# Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W. # Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W.",GHXIEBM05F08F5,,,"Brazil: Forest Atlantic, Parana, Serra do Mar",26-MAR-2017,"Uncultured bacterium clone GHXIEBM05F08F5 nitrogenase iron protein (nifH) gene, partial cds.",uncultured bacterium,nifH,,"Acidic Peatland, 20cm depth",25.53 S 48.57 W,genomic DNA,NifH,KX715146,"# Diversity of diazotrophic bacteria of Acidic Peatlands from the Serra do Mar, Parana State, Brazil # Direct Submission",,
ARA10390.1,,uncultured bacterium,"# Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W. # Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W.",GHXIEBM05F9V4M,,,"Brazil: Forest Atlantic, Parana, Serra do Mar",26-MAR-2017,"Uncultured bacterium clone GHXIEBM05F9V4M nitrogenase iron protein (nifH) gene, partial cds.",uncultured bacterium,nifH,,"Acidic Peatland, 20cm depth",25.53 S 48.57 W,genomic DNA,NifH,KX715147,"# Diversity of diazotrophic bacteria of Acidic Peatlands from the Serra do Mar, Parana State, Brazil # Direct Submission",,
ARA10391.1,,uncultured bacterium,"# Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W. # Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W.",GHXIEBM05GBUHH,,,"Brazil: Forest Atlantic, Parana, Serra do Mar",26-MAR-2017,"Uncultured bacterium clone GHXIEBM05GBUHH nitrogenase iron protein (nifH) gene, partial cds.",uncultured bacterium,nifH,,"Acidic Peatland, 20cm depth",25.53 S 48.57 W,genomic DNA,NifH,KX715148,"# Diversity of diazotrophic bacteria of Acidic Peatlands from the Serra do Mar, Parana State, Brazil # Direct Submission",,
ARA10392.1,,uncultured bacterium,"# Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W. # Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W.",GHXIEBM05F3I79,,,"Brazil: Forest Atlantic, Parana, Serra do Mar",26-MAR-2017,"Uncultured bacterium clone GHXIEBM05F3I79 nitrogenase iron protein (nifH) gene, partial cds.",uncultured bacterium,nifH,,"Acidic Peatland, 20cm depth",25.53 S 48.57 W,genomic DNA,NifH,KX715149,"# Diversity of diazotrophic bacteria of Acidic Peatlands from the Serra do Mar, Parana State, Brazil # Direct Submission",,
ARA10393.1,,uncultured bacterium,"# Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W. # Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W.",GHXIEBM05F9QG4,,,"Brazil: Forest Atlantic, Parana, Serra do Mar",26-MAR-2017,"Uncultured bacterium clone GHXIEBM05F9QG4 nitrogenase iron protein (nifH) gene, partial cds.",uncultured bacterium,nifH,,"Acidic Peatland, 20cm depth",25.53 S 48.57 W,genomic DNA,NifH,KX715150,"# Diversity of diazotrophic bacteria of Acidic Peatlands from the Serra do Mar, Parana State, Brazil # Direct Submission",,
ARA10394.1,,uncultured bacterium,"# Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W. # Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W.",GHXIEBM05F2B8X,,,"Brazil: Forest Atlantic, Parana, Serra do Mar",26-MAR-2017,"Uncultured bacterium clone GHXIEBM05F2B8X nitrogenase iron protein (nifH) gene, partial cds.",uncultured bacterium,nifH,,"Acidic Peatland, 20cm depth",25.53 S 48.57 W,genomic DNA,NifH,KX715151,"# Diversity of diazotrophic bacteria of Acidic Peatlands from the Serra do Mar, Parana State, Brazil # Direct Submission",,
ARA10395.1,,uncultured bacterium,"# Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W. # Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W.",GHXIEBM05FZFHG,,,"Brazil: Forest Atlantic, Parana, Serra do Mar",26-MAR-2017,"Uncultured bacterium clone GHXIEBM05FZFHG nitrogenase iron protein (nifH) gene, partial cds.",uncultured bacterium,nifH,,"Acidic Peatland, 20cm depth",25.53 S 48.57 W,genomic DNA,NifH,KX715152,"# Diversity of diazotrophic bacteria of Acidic Peatlands from the Serra do Mar, Parana State, Brazil # Direct Submission",,
ARA10396.1,,uncultured bacterium,"# Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W. # Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W.",GHXIEBM05FQCS5,,,"Brazil: Forest Atlantic, Parana, Serra do Mar",26-MAR-2017,"Uncultured bacterium clone GHXIEBM05FQCS5 nitrogenase iron protein (nifH) gene, partial cds.",uncultured bacterium,nifH,,"Acidic Peatland, 20cm depth",25.53 S 48.57 W,genomic DNA,NifH,KX715153,"# Diversity of diazotrophic bacteria of Acidic Peatlands from the Serra do Mar, Parana State, Brazil # Direct Submission",,
ARA10397.1,,uncultured bacterium,"# Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W. # Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W.",GHXIEBM05FYB2M,,,"Brazil: Forest Atlantic, Parana, Serra do Mar",26-MAR-2017,"Uncultured bacterium clone GHXIEBM05FYB2M nitrogenase iron protein (nifH) gene, partial cds.",uncultured bacterium,nifH,,"Acidic Peatland, 20cm depth",25.53 S 48.57 W,genomic DNA,NifH,KX715154,"# Diversity of diazotrophic bacteria of Acidic Peatlands from the Serra do Mar, Parana State, Brazil # Direct Submission",,
ARA10398.1,,uncultured bacterium,"# Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W. # Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W.",GHXIEBM05GD1UZ,,,"Brazil: Forest Atlantic, Parana, Serra do Mar",26-MAR-2017,"Uncultured bacterium clone GHXIEBM05GD1UZ nitrogenase iron protein (nifH) gene, partial cds.",uncultured bacterium,nifH,,"Acidic Peatland, 20cm depth",25.53 S 48.57 W,genomic DNA,NifH,KX715155,"# Diversity of diazotrophic bacteria of Acidic Peatlands from the Serra do Mar, Parana State, Brazil # Direct Submission",,
ARA10399.1,,uncultured bacterium,"# Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W. # Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W.",GHXIEBM05FRNK1,,,"Brazil: Forest Atlantic, Parana, Serra do Mar",26-MAR-2017,"Uncultured bacterium clone GHXIEBM05FRNK1 nitrogenase iron protein (nifH) gene, partial cds.",uncultured bacterium,nifH,,"Acidic Peatland, 20cm depth",25.53 S 48.57 W,genomic DNA,NifH,KX715156,"# Diversity of diazotrophic bacteria of Acidic Peatlands from the Serra do Mar, Parana State, Brazil # Direct Submission",,
ARA10400.1,,uncultured bacterium,"# Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W. # Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W.",GHXIEBM05FWMMF,,,"Brazil: Forest Atlantic, Parana, Serra do Mar",26-MAR-2017,"Uncultured bacterium clone GHXIEBM05FWMMF nitrogenase iron protein (nifH) gene, partial cds.",uncultured bacterium,nifH,,"Acidic Peatland, 20cm depth",25.53 S 48.57 W,genomic DNA,NifH,KX715157,"# Diversity of diazotrophic bacteria of Acidic Peatlands from the Serra do Mar, Parana State, Brazil # Direct Submission",,
ARA10401.1,,uncultured bacterium,"# Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W. # Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W.",GHXIEBM05FWWGI,,,"Brazil: Forest Atlantic, Parana, Serra do Mar",26-MAR-2017,"Uncultured bacterium clone GHXIEBM05FWWGI nitrogenase iron protein (nifH) gene, partial cds.",uncultured bacterium,nifH,,"Acidic Peatland, 20cm depth",25.53 S 48.57 W,genomic DNA,NifH,KX715158,"# Diversity of diazotrophic bacteria of Acidic Peatlands from the Serra do Mar, Parana State, Brazil # Direct Submission",,
ARA10402.1,,uncultured bacterium,"# Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W. # Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W.",GHXIEBM05F0TBT,,,"Brazil: Forest Atlantic, Parana, Serra do Mar",26-MAR-2017,"Uncultured bacterium clone GHXIEBM05F0TBT nitrogenase iron protein (nifH) gene, partial cds.",uncultured bacterium,nifH,,"Acidic Peatland, 20cm depth",25.53 S 48.57 W,genomic DNA,NifH,KX715159,"# Diversity of diazotrophic bacteria of Acidic Peatlands from the Serra do Mar, Parana State, Brazil # Direct Submission",,
ARA10403.1,,uncultured bacterium,"# Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W. # Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W.",GHXIEBM05F1T9I,,,"Brazil: Forest Atlantic, Parana, Serra do Mar",26-MAR-2017,"Uncultured bacterium clone GHXIEBM05F1T9I nitrogenase iron protein (nifH) gene, partial cds.",uncultured bacterium,nifH,,"Acidic Peatland, 20cm depth",25.53 S 48.57 W,genomic DNA,NifH,KX715160,"# Diversity of diazotrophic bacteria of Acidic Peatlands from the Serra do Mar, Parana State, Brazil # Direct Submission",,
ARA10404.1,,uncultured bacterium,"# Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W. # Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W.",GHXIEBM05F8YK2,,,"Brazil: Forest Atlantic, Parana, Serra do Mar",26-MAR-2017,"Uncultured bacterium clone GHXIEBM05F8YK2 nitrogenase iron protein (nifH) gene, partial cds.",uncultured bacterium,nifH,,"Acidic Peatland, 20cm depth",25.53 S 48.57 W,genomic DNA,NifH,KX715161,"# Diversity of diazotrophic bacteria of Acidic Peatlands from the Serra do Mar, Parana State, Brazil # Direct Submission",,
ARA10405.1,,uncultured bacterium,"# Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W. # Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W.",GHXIEBM05GCXL2,,,"Brazil: Forest Atlantic, Parana, Serra do Mar",26-MAR-2017,"Uncultured bacterium clone GHXIEBM05GCXL2 nitrogenase iron protein (nifH) gene, partial cds.",uncultured bacterium,nifH,,"Acidic Peatland, 20cm depth",25.53 S 48.57 W,genomic DNA,NifH,KX715162,"# Diversity of diazotrophic bacteria of Acidic Peatlands from the Serra do Mar, Parana State, Brazil # Direct Submission",,
ARA10406.1,,uncultured bacterium,"# Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W. # Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W.",GHXIEBM05GCGLD,,,"Brazil: Forest Atlantic, Parana, Serra do Mar",26-MAR-2017,"Uncultured bacterium clone GHXIEBM05GCGLD nitrogenase iron protein (nifH) gene, partial cds.",uncultured bacterium,nifH,,"Acidic Peatland, 20cm depth",25.53 S 48.57 W,genomic DNA,NifH,KX715163,"# Diversity of diazotrophic bacteria of Acidic Peatlands from the Serra do Mar, Parana State, Brazil # Direct Submission",,
ARA10407.1,,uncultured bacterium,"# Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W. # Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W.",GHXIEBM05F77G7,,,"Brazil: Forest Atlantic, Parana, Serra do Mar",26-MAR-2017,"Uncultured bacterium clone GHXIEBM05F77G7 nitrogenase iron protein (nifH) gene, partial cds.",uncultured bacterium,nifH,,"Acidic Peatland, 20cm depth",25.53 S 48.57 W,genomic DNA,NifH,KX715164,"# Diversity of diazotrophic bacteria of Acidic Peatlands from the Serra do Mar, Parana State, Brazil # Direct Submission",,
ARA10408.1,,uncultured bacterium,"# Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W. # Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W.",GHXIEBM05F1ZB3,,,"Brazil: Forest Atlantic, Parana, Serra do Mar",26-MAR-2017,"Uncultured bacterium clone GHXIEBM05F1ZB3 nitrogenase iron protein (nifH) gene, partial cds.",uncultured bacterium,nifH,,"Acidic Peatland, 20cm depth",25.53 S 48.57 W,genomic DNA,NifH,KX715165,"# Diversity of diazotrophic bacteria of Acidic Peatlands from the Serra do Mar, Parana State, Brazil # Direct Submission",,
ARA10409.1,,uncultured bacterium,"# Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W. # Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W.",GHXIEBM05F6S9M,,,"Brazil: Forest Atlantic, Parana, Serra do Mar",26-MAR-2017,"Uncultured bacterium clone GHXIEBM05F6S9M nitrogenase iron protein (nifH) gene, partial cds.",uncultured bacterium,nifH,,"Acidic Peatland, 20cm depth",25.53 S 48.57 W,genomic DNA,NifH,KX715166,"# Diversity of diazotrophic bacteria of Acidic Peatlands from the Serra do Mar, Parana State, Brazil # Direct Submission",,
ARA10410.1,,uncultured bacterium,"# Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W. # Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W.",GHXIEBM05GER2X,,,"Brazil: Forest Atlantic, Parana, Serra do Mar",26-MAR-2017,"Uncultured bacterium clone GHXIEBM05GER2X nitrogenase iron protein (nifH) gene, partial cds.",uncultured bacterium,nifH,,"Acidic Peatland, 20cm depth",25.53 S 48.57 W,genomic DNA,NifH,KX715167,"# Diversity of diazotrophic bacteria of Acidic Peatlands from the Serra do Mar, Parana State, Brazil # Direct Submission",,
ARA10411.1,,uncultured bacterium,"# Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W. # Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W.",GHXIEBM05F5WOQ,,,"Brazil: Forest Atlantic, Parana, Serra do Mar",26-MAR-2017,"Uncultured bacterium clone GHXIEBM05F5WOQ nitrogenase iron protein (nifH) gene, partial cds.",uncultured bacterium,nifH,,"Acidic Peatland, 20cm depth",25.53 S 48.57 W,genomic DNA,NifH,KX715168,"# Diversity of diazotrophic bacteria of Acidic Peatlands from the Serra do Mar, Parana State, Brazil # Direct Submission",,
ARA10412.1,,uncultured bacterium,"# Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W. # Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W.",GHXIEBM05FPLBC,,,"Brazil: Forest Atlantic, Parana, Serra do Mar",26-MAR-2017,"Uncultured bacterium clone GHXIEBM05FPLBC nitrogenase iron protein (nifH) gene, partial cds.",uncultured bacterium,nifH,,"Acidic Peatland, 20cm depth",25.53 S 48.57 W,genomic DNA,NifH,KX715169,"# Diversity of diazotrophic bacteria of Acidic Peatlands from the Serra do Mar, Parana State, Brazil # Direct Submission",,
ARA10413.1,,uncultured bacterium,"# Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W. # Etto,R.M., Schneider,B.S.F., Jesus,E.C., Cruz,L.M., Galvao,F., # Souza,E.M., Ayub,R.A., Pedrosa,F.O., Steffens,M.B.R. and # Galvao,C.W.",GHXIEBM05F7H2T,,,"Brazil: Forest Atlantic, Parana, Serra do Mar",26-MAR-2017,"Uncultured bacterium clone GHXIEBM05F7H2T nitrogenase iron protein (nifH) gene, partial cds.",uncultured bacterium,nifH,,"Acidic Peatland, 20cm depth",25.53 S 48.57 W,genomic DNA,NifH,KX715170,"# Diversity of diazotrophic bacteria of Acidic Peatlands from the Serra do Mar, Parana State, Brazil # Direct Submission",,
