	GenomeID	GTDB_Tax	NCBI_Tax	nifH	EV_nifH	bitscore_nifH	nifD	EV_nifD	bitscore_nifD	nifK	EV_nifK	bitscore_nifK	vnfH	EV_vnfH	bitscore_vnfH	vnfD	EV_vnfD	bitscore_vnfD	vnfK	EV_vnfK	bitscore_vnfK	anfH	EV_anfH	bitscore_anfH	anfD	EV_anfD	bitscore_anfD	anfK	EV_anfK	bitscore_anfK	nflD	EV_nflD	bitscore_nflD	nflH	EV_nflH	bitscore_nflH	ChlN	EV_ChlN	bitscore_ChlN	ChIl	EV_ChIl	bitscore_ChIl	ChlB	EV_ChlB	bitscore_ChlB
837	RS_GCF_000734895.2	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Calothrix;s__Calothrix sp000734895	d__Bacteria;x__Terrabacteria group;x__Cyanobacteria/Melainabacteria group;p__Cyanobacteria;o__Nostocales;f__Calotrichaceae;g__Calothrix;x__unclassified Calothrix;s__Calothrix sp. 336/3	NZ_CP011383.1_39	4e-60	201.7	NZ_CP011382.1_5043	5.8e-219	726.1	NZ_CP011382.1_5042	2.8e-199	660.7																									NZ_CP011382.1_4304	5e-184	610.3	NZ_CP011382.1_4306	2.1e-130	432.5	NZ_CP011382.1_586	4.3e-222	736.7
838	RS_GCF_000013205.1	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-7336;f__JA-3-3Ab;g__JA-3-3Ab;s__JA-3-3Ab sp000013205	d__Bacteria;x__Terrabacteria group;x__Cyanobacteria/Melainabacteria group;p__Cyanobacteria;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;x__unclassified Synechococcus;s__Synechococcus sp. 60AY4M2	NC_007775.1_1498	8.6e-36	120.8	NC_007775.1_1742	4e-221	732.3	NC_007775.1_1741	2.5e-198	656.6																									NC_007775.1_2264	4.1e-176	583.3	NC_007775.1_2262	2.1e-129	428.2	NC_007775.1_852	5.5e-217	718.8
839	RS_GCF_000013345.1	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Frankiaceae;g__Frankia;s__Frankia casuarinae	d__Bacteria;x__Terrabacteria group;p__Actinobacteria;c__Actinomycetia;o__Frankiales;f__Frankiaceae;g__Frankia;x__unclassified Frankia;s__Frankia sp. BMG5.23	NC_007777.1_4778	7.9e-95	315.5	NC_007777.1_4720	4.6e-215	713.1	NC_007777.1_4719	5.7e-192	636.4																																	
840	RS_GCF_013170705.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Mesorhizobium;s__Mesorhizobium loti_D	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Phyllobacteriaceae;g__Mesorhizobium;x__unclassified Mesorhizobium;s__Mesorhizobium sp. NZP2234	NZ_CP033334.1_949	2.3e-102	340.7	NZ_CP033334.1_6352	4.2e-228	756.6	NZ_CP033334.1_6351	9.999999999999999e-203	672.3																																	
841	RS_GCF_014207355.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Mesorhizobium;s__Mesorhizobium sangaii	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Phyllobacteriaceae;g__Mesorhizobium;s__Mesorhizobium sangaii	NZ_JACHEF010000002.1_517	5.4e-102	339.5	NZ_JACHEF010000011.1_60	4.2e-225	746.7	NZ_JACHEF010000011.1_61	1.2e-199	662.3																																	
842	GB_GCA_006968915.1	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Brasilonema;s__Brasilonema octagenarum	d__Bacteria;x__Terrabacteria group;x__Cyanobacteria/Melainabacteria group;p__Cyanobacteria;o__Nostocales;f__Scytonemataceae;g__Brasilonema;s__Brasilonema octagenarum;x__Brasilonema octagenarum UFV-OR1	CP030122.1_212	1.2e-50	171.0	CP030121.1_2251	4.8e-200	664.1	CP030121.1_2243	3.5e-203	673.9																									CP030121.1_5197	4.8e-184	610.7	CP030121.1_5195	7.2e-130	431.1	CP030121.1_626	3.3e-223	740.7
843	RS_GCF_013170825.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Mesorhizobium;s__Mesorhizobium sp013170825	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Phyllobacteriaceae;g__Mesorhizobium;x__unclassified Mesorhizobium;s__Mesorhizobium sp. NZP2298	NZ_CP033365.1_907	1.8e-101	337.8	NZ_CP033365.1_6519	1.6e-226	751.4	NZ_CP033365.1_6518	1.8e-203	674.9																																	
844	RS_GCF_012912135.1	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Brasilonema;s__Brasilonema bromeliae	d__Bacteria;x__Terrabacteria group;x__Cyanobacteria/Melainabacteria group;p__Cyanobacteria;o__Nostocales;f__Scytonemataceae;g__Brasilonema;s__Brasilonema bromeliae;x__Brasilonema bromeliae SPC951	NZ_QMEB01000172.1_2	1.7e-50	170.2	NZ_QMEB01000152.1_16	8.300000000000001e-202	669.6	NZ_QMEB01000152.1_5	4.3e-166	551.4																									NZ_QMEB01000431.1_2	9.7e-109	362.2	NZ_QMEB01000373.1_1	9.6e-130	430.4	NZ_QMEB01000198.1_5	1.8e-223	741.3
845	GB_GCA_016931115.1	d__Bacteria;p__Desulfobacterota;c__DSM-4660;o__Desulfatiglandales;f__HGW-15;g__JAAZBV01;s__JAAZBV01 sp016931115	d__Bacteria;p__Proteobacteria;x__delta/epsilon subdivisions;c__Deltaproteobacteria;x__unclassified Deltaproteobacteria;s__Deltaproteobacteria bacterium	JAFGFM010000077.1_3	4.9e-90	299.7	JAFGFM010000203.1_48	1.1e-219	728.3	JAFGFM010000203.1_47	3.2e-200	663.6																																	
846	GB_GCA_002067365.1	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix sp002067365	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanosarcinales;f__Methanotrichaceae;g__Methanothrix;s__Methanosaeta sp. PtaU1.Bin060	MVRK01000002.1_51	6.7e-83	275.6	MVRK01000029.1_102	1e-204	678.2	MVRK01000029.1_101	1.8e-177	587.9																			MVRK01000031.1_52	2.1e-166	550.5	MVRK01000029.1_105	2e-137	456.7									
847	GB_GCA_002840165.1	d__Bacteria;p__Firmicutes_B;c__Thermincolia;o__Thermincolales;f__UBA2595;g__GW-Firmicutes-8;s__GW-Firmicutes-8 sp002840165	d__Bacteria;x__Terrabacteria group;p__Firmicutes;x__unclassified Firmicutes sensu stricto;s__Firmicutes bacterium HGW-Firmicutes-8	PGZN01000010.1_20	2.4e-101	336.0	PGZN01000004.1_42	3.500000000000001e-212	702.7	PGZN01000004.1_43	5.8e-202	668.4																																	
848	GB_GCA_012517735.1	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__Dissulfurispiraceae;g__JAAYUK01;s__JAAYUK01 sp012517735	d__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae;x__unclassified Nitrospiraceae;s__Nitrospiraceae bacterium	JAAYUK010000111.1_4	9.9e-92	304.5	JAAYUK010000252.1_4	8.5e-216	714.7	JAAYUK010000252.1_5	1.6e-195	647.4																																	
849	GB_GCA_016218915.1	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__JACRCQ01;s__JACRCQ01 sp016218915	d__Bacteria;p__Proteobacteria;x__delta/epsilon subdivisions;c__Deltaproteobacteria;x__unclassified Deltaproteobacteria;s__Deltaproteobacteria bacterium	JACRCQ010000002.1_10	3.3e-71	238.6	JACRCQ010000041.1_127	1.0999999999999999e-47	161.6	JACRCQ010000072.1_36	1.6e-58	197.1																																	
850	RS_GCF_900010725.2	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcoleaceae;g__Planktothrix;s__Planktothrix serta	d__Bacteria;x__Terrabacteria group;x__Cyanobacteria/Melainabacteria group;p__Cyanobacteria;x__Oscillatoriophycideae;o__Oscillatoriales;f__Microcoleaceae;g__Planktothrix;s__Planktothrix serta;x__Planktothrix serta PCC 8927	NZ_LR734839.1_11	4.7e-46	155.5	NZ_LR734823.1_7	2.5e-218	724.0	NZ_LR734823.1_8	7.5e-205	679.1																									NZ_LR734882.1_81	3.9e-180	597.5	NZ_LR734882.1_83	7.3e-131	434.0	NZ_LR734871.1_69	2.6e-219	727.5
851	GB_GCA_009908425.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Geminicoccales;f__Geminicoccaceae;g__JAAAPF01;s__JAAAPF01 sp009908425	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;x__unclassified Alphaproteobacteria;s__Alphaproteobacteria bacterium	JAAAPF010000165.1_3	4.8e-94	312.4	JAAAPF010000227.1_14	1.9e-222	737.0	JAAAPF010000227.1_15	7.899999999999999e-192	635.5																									JAAAPF010000307.1_3	6.6e-217	718.1	JAAAPF010000332.1_2	2.8e-146	483.9	JAAAPF010000307.1_2	7e-267	883.8
852	GB_GCA_017115095.1	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nostoc;s__Nostoc sp017115095	d__Bacteria;x__Terrabacteria group;x__Cyanobacteria/Melainabacteria group;p__Cyanobacteria;o__Nostocales;f__Nostocaceae;g__Nostoc;x__unclassified Nostoc;s__Nostoc sp. NMS4	JABXKI010000228.1_12	7e-59	197.9	JABXKI010000394.1_26	3.3e-156	519.4	JABXKI010000394.1_28	7.8e-200	662.9	JABXKI010000170.1_15	1.4e-175	581.1	JABXKI010000140.1_25	2.5e-297	984.5	JABXKI010000283.1_18	3.1e-267	885.2																JABXKI010000076.1_20	1.7e-183	608.9	JABXKI010000076.1_18	1.8e-130	433.1	JABXKI010000345.1_6	4.4e-223	740.3
853	GB_GCA_012519985.1	d__Bacteria;p__Fibrobacterota;c__Chitinivibrionia;o__Chitinivibrionales;f__Chitinispirillaceae;g__JAAYPC01;s__JAAYPC01 sp012519985	d__Bacteria;x__FCB group;p__Fibrobacteres;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae;g__Fibrobacter;x__unclassified Fibrobacter;s__Fibrobacter sp.	JAAYPC010000046.1_42	1.5e-65	219.1	JAAYPC010000346.1_6	1.8e-209	694.4	JAAYPC010000346.1_7	1.2e-186	618.5																																	
854	RS_GCF_900187365.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Rhodoblastus;s__Rhodoblastus acidophilus	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Beijerinckiaceae;g__Rhodoblastus;s__Rhodoblastus acidophilus	NZ_FYDG01000012.1_78	2.8e-97	323.4	NZ_FYDG01000006.1_11	4.7999999999999995e-230	762.4	NZ_FYDG01000006.1_12	3.1000000000000002e-201	666.8	NZ_FYDG01000006.1_10	2.1e-176	583.2	NZ_FYDG01000003.1_240	0.0	1035.2	NZ_FYDG01000003.1_242	2.7000000000000003e-272	901.2	NZ_FYDG01000013.1_78	4.2e-175	578.6	NZ_FYDG01000013.1_79	0.0	1094.2	NZ_FYDG01000013.1_81	1.2e-280	928.9							NZ_FYDG01000010.1_53	1.1e-206	684.8	NZ_FYDG01000010.1_50	7.1e-142	469.8	NZ_FYDG01000010.1_52	6.8e-257	851.2
855	GB_GCA_003604975.1	d__Bacteria;p__Firmicutes_B;c__Desulfotomaculia;o__Ammonifexales;f__Desulforudaceae;g__SURF-60;s__SURF-60 sp003604975	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Peptococcaceae;g__Candidatus Desulforudis;x__unclassified Candidatus Desulforudis;s__Candidatus Desulforudis sp.	QZIR01000016.1_23	8.1e-97	321.4	QZIR01000026.1_7	9.4e-152	503.6	QZIR01000026.1_8	8.4e-155	513.3																																	
856	RS_GCF_017164015.1	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Amazonocrinis;s__Amazonocrinis sp017164015	d__Bacteria;x__Terrabacteria group;x__Cyanobacteria/Melainabacteria group;p__Cyanobacteria;o__Nostocales;f__Nostocaceae;g__Nostoc;x__unclassified Nostoc;s__Nostoc sp. UHCC 0702	NZ_CP071065.1_6591	2.1000000000000005e-44	150.5	NZ_CP071065.1_384	7e-159	528.3	NZ_CP071065.1_386	7.900000000000001e-201	666.2																									NZ_CP071065.1_4282	1e-182	606.5	NZ_CP071065.1_4284	1.2000000000000002e-130	433.7	NZ_CP071065.1_6371	6.6e-223	739.8
857	RS_GCF_002079305.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodovulum;s__Rhodovulum sp002079305	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodovulum;x__unclassified Rhodovulum;s__Rhodovulum sp. P5	NZ_CP015039.1_2322	7.7e-94	312.1	NZ_CP015039.1_2216	3.8e-226	749.5	NZ_CP015039.1_2217	1.6e-205	680.9																									NZ_CP015039.1_1854	1.3e-212	704.2	NZ_CP015039.1_1851	2.7e-143	474.4	NZ_CP015039.1_1853	2.0999999999999998e-264	876.0
858	RS_GCF_900112335.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Tropicimonas;s__Tropicimonas isoalkanivorans	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Roseobacteraceae;g__Tropicimonas;s__Tropicimonas isoalkanivorans	NZ_FOLG01000009.1_168	1.6e-91	304.6	NZ_FOLG01000003.1_27	5.3e-219	726.1	NZ_FOLG01000003.1_28	1.4e-194	645.0																																	
859	RS_GCF_000167195.1	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcystaceae_A;g__Crocosphaera;s__Crocosphaera watsonii	d__Bacteria;x__Terrabacteria group;x__Cyanobacteria/Melainabacteria group;p__Cyanobacteria;x__Oscillatoriophycideae;o__Chroococcales;f__Aphanothecaceae;g__Crocosphaera;s__Crocosphaera watsonii;x__Crocosphaera watsonii WH 0401	NZ_AADV02000169.1_5	5.7e-56	188.4	NZ_AADV02000024.1_16	1e-218	725.6	NZ_AADV02000024.1_17	4.800000000000001e-195	647.1																									NZ_AADV02000010.1_18	5.9e-182	603.8	NZ_AADV02000010.1_20	6.9e-130	431.1	NZ_AADV02000161.1_2	2.6000000000000003e-218	724.5
860	GB_GCA_016841245.1	d__Bacteria;p__Firmicutes_B;c__Syntrophomonadia;o__Syntrophomonadales;f__Syntrophomonadaceae;g__JAAYJK01;s__JAAYJK01 sp016841245	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Syntrophomonadaceae;g__Syntrophomonas;x__unclassified Syntrophomonas;s__Syntrophomonas sp.	JAENZN010000010.1_88	6.2e-98	325.3	JAENZN010000005.1_118	1.3e-202	671.6	JAENZN010000005.1_119	9.5e-194	641.9																																	
861	GB_GCA_007859835.1	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Novipirellula;s__Novipirellula sp007859835	d__Bacteria;x__PVC group;p__Planctomycetes;x__unclassified Planctomycetes;s__Planctomycetes bacterium CA13	SJPJ01000001.1_2071	1e-75	253.3	SJPJ01000001.1_4345	4.6e-202	670.8	SJPJ01000001.1_4344	7.3e-193	640.0																																	
862	GB_GCA_005772825.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__SXIP01;s__SXIP01 sp005772825	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;x__unclassified Methylococcaceae;s__Methylococcaceae bacterium	SXIP01000129.1_3	2.4e-93	310.2	SXIP01000123.1_8	1.2e-145	483.6	SXIP01000265.1_10	2.4e-201	666.9																																	
863	GB_GCA_012031035.1	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcystaceae;g__Hydrococcus;s__Hydrococcus sp012031035	d__Bacteria;x__Terrabacteria group;x__Cyanobacteria/Melainabacteria group;p__Cyanobacteria;o__Pleurocapsales;f__Hydrococcaceae;g__Hydrococcus;x__unclassified Hydrococcus (in: Bacteria);s__Hydrococcus sp. CRU_1_1	JAAUUT010000128.1_8	8.899999999999999e-62	207.3	JAAUUT010000052.1_30	3.4e-219	727.1	JAAUUT010000052.1_31	1.2e-201	668.7																									JAAUUT010000033.1_42	5e-183	607.2	JAAUUT010000033.1_40	2.3e-130	432.5	JAAUUT010000141.1_1	1.3e-221	735.2
864	GB_GCA_003838065.1	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanocorpusculaceae;g__Methanocalculus;s__Methanocalculus sp003838065	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanomicrobiales;f__Methanocalculaceae;x__unclassified Methanocalculaceae;s__Methanocalculaceae archaeon	QZAC01000160.1_5	1.3e-25	86.9	QZAC01000145.1_2	9.900000000000002e-44	146.5	QZAC01000055.1_6	2.2e-72	240.8																			QZAC01000223.1_3	2e-157	520.4	QZAC01000145.1_3	2.2e-95	317.2									
865	RS_GCF_000420485.1	d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Paucidesulfovibrio;s__Paucidesulfovibrio longus	d__Bacteria;p__Proteobacteria;x__delta/epsilon subdivisions;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio longus;x__Desulfovibrio longus DSM 6739	NZ_ATVA01000014.1_57	1.8e-89	297.4	NZ_ATVA01000015.1_103	9.2e-219	724.8	NZ_ATVA01000015.1_104	1.3e-205	680.8																																	
866	GB_GCA_002329525.1	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__UBA1444;f__UBA1444;g__UBA1444;s__UBA1444 sp002329525	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Negativicutes;x__unclassified Negativicutes;s__Negativicutes bacterium UBA1444	DCTI01000112.1_31	3.7e-98	325.9	DCTI01000055.1_5	4.7e-49	164.9	DCTI01000055.1_6	8.8e-71	236.3																																	
867	RS_GCF_017591665.1	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Aetokthonos;s__Aetokthonos hydrillicola	d__Bacteria;x__Terrabacteria group;x__Cyanobacteria/Melainabacteria group;p__Cyanobacteria;o__Nostocales;f__Hapalosiphonaceae;g__Aetokthonos;s__Aetokthonos hydrillicola;x__Aetokthonos hydrillicola CCALA 1050	NZ_JAAKGC010000137.1_3	7.099999999999999e-62	208.0	NZ_JAAKGC010000011.1_22	8.7e-219	726.1	NZ_JAAKGC010000011.1_21	7.1e-167	554.4																									NZ_JAAKGC010000044.1_39	1.1e-183	609.7	NZ_JAAKGC010000044.1_37	1.5000000000000001e-130	433.5	NZ_JAAKGC010000013.1_64	2.6e-227	754.5
868	RS_GCF_008520305.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Mesorhizobium;s__Mesorhizobium sp008520305	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Phyllobacteriaceae;g__Mesorhizobium;x__unclassified Mesorhizobium;s__Mesorhizobium sp. SARCC-RB16n	NZ_ML703306.1_18	2e-102	340.9	NZ_ML703276.1_44	6.5999999999999995e-226	749.4	NZ_ML703276.1_43	3.3e-203	674.0																																	
869	GB_GCA_001603845.1	d__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__SbD1;s__SbD1 sp001603845	d__Bacteria;p__Proteobacteria;x__delta/epsilon subdivisions;c__Deltaproteobacteria;o__Syntrophobacterales;x__unclassified Syntrophobacterales;s__Syntrophobacterales bacterium Delta_01	LUZZ01000333.1_9	3.1000000000000002e-86	287.0	LUZZ01000315.1_5	3.6e-219	726.4	LUZZ01000315.1_6	3.5e-197	653.3																																	
870	GB_GCA_017553635.1	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_D;s__Treponema_D sp017553635	d__Bacteria;p__Spirochaetes;c__Spirochaetia;o__Spirochaetales;f__Treponemataceae;g__Treponema;x__unclassified Treponema;s__Treponema sp.	JAFZKN010000007.1_235	1.4000000000000001e-89	297.1	JAFZKN010000019.1_145	3.9e-137	454.9	JAFZKN010000019.1_144	1.8e-128	425.9																																	
871	RS_GCF_005869855.1	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nostoc;s__Nostoc sp005869855	d__Bacteria;x__Terrabacteria group;x__Cyanobacteria/Melainabacteria group;p__Cyanobacteria;o__Nostocales;f__Nostocaceae;g__Nostoc;x__unclassified Nostoc;s__Nostoc sp. PA-18-2419	NZ_SZNH01000040.1_2	2.9e-61	205.7	NZ_SZNH01000001.1_190	3.5e-156	519.2	NZ_SZNH01000001.1_188	5.2e-199	660.0																									NZ_SZNH01000021.1_111	1.1e-184	612.7	NZ_SZNH01000021.1_113	2e-130	432.8	NZ_SZNH01000017.1_68	1.2e-224	745.3
872	RS_GCF_000935215.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_A;s__Pseudomonas_A stutzeri_AD	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;x__unclassified Pseudomonas;s__Pseudomonas sp.	NZ_JXXD01000315.1_44	9.899999999999998e-96	318.5	NZ_JXXD01000121.1_4	1.1e-230	764.7	NZ_JXXD01000121.1_3	2.2e-204	677.3																																	
873	RS_GCF_900092655.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__Thiosymbion;s__Thiosymbion oneisti	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__Candidatus Thiosymbion;s__Candidatus Thiosymbion oneisti	NZ_FLUY01001710.1_6	7.9e-91	302.3	NZ_FLUY01000103.1_4	1e-86	289.7	NZ_FLUY01000103.1_3	9.4e-201	665.3																																	
874	RS_GCF_000472705.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Mesorhizobium;s__Mesorhizobium erdmanii	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Phyllobacteriaceae;g__Mesorhizobium;s__Mesorhizobium erdmanii	NZ_AXAE01000028.1_9	5.8e-102	339.4	NZ_KI421454.1_334	2.6999999999999998e-226	750.6	NZ_KI421454.1_333	5.6e-203	673.2																																	
875	RS_GCF_003056725.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Mangrovicoccus;s__Mangrovicoccus ximenensis	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Mangrovicoccus;s__Mangrovicoccus ximenensis	NZ_QBKZ01000001.1_846	1.1e-95	318.6	NZ_QBKZ01000024.1_186	9e-226	748.8	NZ_QBKZ01000024.1_187	2.3000000000000002e-201	667.7																																	
876	RS_GCF_002368155.1	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Aulosira;s__Aulosira carnea	d__Bacteria;x__Terrabacteria group;x__Cyanobacteria/Melainabacteria group;p__Cyanobacteria;o__Nostocales;f__Nostocaceae;g__Nostoc;s__Nostoc carneum;x__Nostoc carneum NIES-2107	NZ_AP018182.1_166	1.8e-48	163.9	NZ_AP018180.1_4773	2.6e-221	734.3	NZ_AP018180.1_4774	1.7000000000000003e-201	668.5	NZ_AP018180.1_6736	4.2e-177	586.2	NZ_AP018180.1_807	6.4e-301	996.5	NZ_AP018180.1_808	1.3e-262	870.0																NZ_AP018180.1_4647	6.4e-184	610.5	NZ_AP018180.1_4649	1.2000000000000002e-130	433.8	NZ_AP018180.1_4493	1.2e-222	739.0
877	RS_GCF_000012905.2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Cereibacter_A;s__Cereibacter_A sphaeroides	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Cereibacter;s__Cereibacter sphaeroides;x__Rhodobacter sphaeroides ATCC 17029	NC_007493.2_2863	6.6e-92	305.8	NC_007493.2_2163	9.2e-223	738.4	NC_007493.2_2162	1.1e-199	661.7																									NC_007493.2_1910	4.7000000000000003e-210	695.8	NC_007493.2_1913	6.3e-143	473.3	NC_007493.2_1911	2.1e-263	872.7
878	GB_GCA_018065965.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA738;s__UBA738 sp018065965	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Clostridia;o__Eubacteriales;x__unclassified Eubacteriales;s__Clostridiales bacterium	JAGHSH010000178.1_2	6.8e-36	120.5	JAGHSH010000112.1_4	9.9e-53	176.1	JAGHSH010000190.1_5	2.5e-56	187.7																																	
879	RS_GCF_010378095.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidithiobacillales;f__Acidithiobacillaceae;g__Acidithiobacillus;s__Acidithiobacillus ferrianus	d__Bacteria;p__Proteobacteria;c__Acidithiobacillia;o__Acidithiobacillales;f__Acidithiobacillaceae;g__Acidithiobacillus;s__Acidithiobacillus ferrianus	NZ_WNJL01000008.1_16	6.3e-93	308.7	NZ_WNJL01000030.1_130	1.1e-225	747.6	NZ_WNJL01000030.1_131	2.1e-202	670.3																																	
880	GB_GCA_013823655.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Hydrogenophaga;s__Hydrogenophaga sp013823655	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;x__unclassified Comamonadaceae;s__Comamonadaceae bacterium	PNMN01000326.1_1	1.8e-83	277.6	PNMN01000118.1_12	4.8e-170	564.0	PNMN01000118.1_11	4.7000000000000005e-193	639.4																																	
