	GenomeID	NCBI_TaxID	GTDB_Tax	NCBI_Tax	nifH	nifD	nifK	vnfD	vnfH	vnfK	anfD	anfH	anfK	nflD	nflH	ChlN	ChIl	ChlB
1091	GB_GCA_018993265.1	442893	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nostoc_B;s__Nostoc_B sp018993265	d__Bacteria;x__Terrabacteria group;x__Cyanobacteria/Melainabacteria group;p__Cyanobacteria;o__Nostocales;f__Nostocaceae;g__Nostoc;x__unclassified Nostoc;s__Nostoc sp. TH1S01	JAGKSW010000239.1_12	JAGKSW010000145.1_37	JAGKSW010000043.1_27									JAGKSW010000103.1_7	JAGKSW010000103.1_5	JAGKSW010000156.1_27
1092	RS_GCF_900177375.1	1519643	d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Maridesulfovibrio;s__Maridesulfovibrio gilichinskyi	d__Bacteria;p__Proteobacteria;x__delta/epsilon subdivisions;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio gilichinskyi	NZ_FWZU01000004.1_101	NZ_FWZU01000001.1_915	NZ_FWZU01000001.1_916											
1093	RS_GCF_016031655.1	2751812	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium glycinis	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Bradyrhizobiaceae;g__Bradyrhizobium;s__Bradyrhizobium glycinis	NZ_JACCHQ010000032.1_21	NZ_JACCHQ010000018.1_145	NZ_JACCHQ010000018.1_144											
1094	GB_GCA_002403385.1	1961419	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA4767;g__UBA4767;s__UBA4767 sp002403385	d__Bacteria;p__Proteobacteria;x__delta/epsilon subdivisions;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophaceae;x__unclassified Syntrophaceae;s__Syntrophaceae bacterium UBA2175	DHHR01000067.1_28	DHHR01000071.1_16	DHHR01000071.1_17											
1095	RS_GCF_016653405.1	1053	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nitrococcales;f__Halorhodospiraceae;g__Halorhodospira;s__Halorhodospira halophila_A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae;g__Halorhodospira;s__Halorhodospira halophila	NZ_NHSN01000017.1_190	NZ_NHSN01000005.1_20	NZ_NHSN01000005.1_19									NZ_NHSN01000021.1_58	NZ_NHSN01000021.1_55	NZ_NHSN01000021.1_57
1096	RS_GCF_004138135.1	2496868	d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Chloroflexales;f__Chloroflexaceae;g__Oscillochloris;s__Oscillochloris fontis	d__Bacteria;x__Terrabacteria group;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;x__Chloroflexineae;f__Oscillochloridaceae;g__Oscillochloris;s__Candidatus Oscillochloris fontis	NZ_RYFD01000039.1_31	NZ_RYFD01000021.1_7	NZ_RYFD01000021.1_6									NZ_RYFD01000006.1_54	NZ_RYFD01000006.1_51	NZ_RYFD01000006.1_53
1097	RS_GCF_000353285.1	2692809	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Leptolyngbyales;f__Leptolyngbyaceae;g__Leptolyngbya;s__Leptolyngbya boryana	d__Bacteria;x__Terrabacteria group;x__Cyanobacteria/Melainabacteria group;p__Cyanobacteria;o__Synechococcales;f__Leptolyngbyaceae;g__Leptolyngbya;x__unclassified Leptolyngbya;s__Leptolyngbya sp. FACHB-402	NZ_KB731325.1_119	NZ_KB731324.1_3510	NZ_KB731324.1_3511									NZ_KB731324.1_5193	NZ_KB731324.1_5195	NZ_KB731324.1_341
1098	RS_GCF_014200175.1	1138194	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Rhizobium;s__Rhizobium lentis_A	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Rhizobiaceae;x__Rhizobium/Agrobacterium group;g__Rhizobium;s__Rhizobium lentis	NZ_JACHBD010000017.1_67	NZ_JACHBD010000013.1_117	NZ_JACHBD010000013.1_118											
1099	RS_GCF_014192915.1	2587012	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Azospirillales;f__Azospirillaceae;g__Azospirillum;s__Azospirillum sp014192915	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Azospirillaceae;g__Azospirillum;x__unclassified Azospirillum;s__Azospirillum sp. OGB3	NZ_JACHYN010000001.1_608	NZ_JACHYN010000010.1_158	NZ_JACHYN010000010.1_157											
1100	RS_GCF_900205965.1	253257	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lacrimispora;s__Lacrimispora amygdalina_A	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Lacrimispora;s__Lacrimispora amygdalina	NZ_OAOF01000018.1_23	NZ_OAOF01000001.1_54	NZ_OAOF01000001.1_53											
1101	GB_GCA_002726535.1	2026763	d__Bacteria;p__Myxococcota;c__UBA9042;o__UBA9042;f__UBA9042;g__UBA9042;s__UBA9042 sp002726535	d__Bacteria;p__Proteobacteria;x__delta/epsilon subdivisions;c__Deltaproteobacteria;o__Myxococcales;x__unclassified Myxococcales;s__Myxococcales bacterium	PBTG01000154.1_5	PBTG01000179.1_7	PBTG01000193.1_8											
1102	RS_GCF_000687555.1	1410651	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lacrimispora;s__Lacrimispora aerotolerans	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Lacrimispora;s__Lacrimispora aerotolerans;x__[Clostridium] aerotolerans DSM 5434	NZ_JHWJ01000017.1_33	NZ_JHWJ01000012.1_124	NZ_JHWJ01000012.1_123											
1103	GB_GCA_001312405.1	1095009	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lacrimispora;s__Lacrimispora sp001312405	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;x__unclassified Clostridium;s__Clostridium sp. NkU-1	BBDR01000022.1_45	BBDR01000004.1_122	BBDR01000004.1_123											
1104	RS_GCF_009914765.1	2599925	d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Halodesulfovibrio;s__Halodesulfovibrio sp009914765	d__Bacteria;p__Proteobacteria;x__delta/epsilon subdivisions;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Halodesulfovibrio;x__unclassified Halodesulfovibrio;s__Halodesulfovibrio sp. MK-HDV	NZ_WYDS01000017.1_96	NZ_WYDS01000003.1_143	NZ_WYDS01000003.1_142											
1105	RS_GCF_003344365.2	2743976	d__Bacteria;p__Bacteroidota;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Prosthecochloris;s__Prosthecochloris ethylica	d__Bacteria;x__FCB group;x__Bacteroidetes/Chlorobi group;p__Chlorobi;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae;g__Prosthecochloris;s__Prosthecochloris ethylica	NZ_PDNY02000071.1_1592	NZ_PDNY02000071.1_628	NZ_PDNY02000071.1_627									NZ_PDNY02000071.1_1715	NZ_PDNY02000071.1_1713	NZ_PDNY02000071.1_1714
1106	RS_GCF_001469165.1	1431688	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__Thiohalocapsa;s__Thiohalocapsa sp001469165	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__Thiohalocapsa;x__unclassified Thiohalocapsa;s__Thiohalocapsa sp. ML1	NZ_JABX01000054.1_3	NZ_JABX01000006.1_44	NZ_JABX01000006.1_43									NZ_JABX01000033.1_36	NZ_JABX01000033.1_33	NZ_JABX01000033.1_35
1107	RS_GCF_004343505.1	992286	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodovulum;s__Rhodovulum bhavnagarense	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodovulum;s__Rhodovulum bhavnagarense	NZ_SLXU01000006.1_73	NZ_SLXU01000004.1_159	NZ_SLXU01000004.1_158									NZ_SLXU01000014.1_39	NZ_SLXU01000014.1_36	NZ_SLXU01000014.1_38
1108	RS_GCF_014873765.1	52561	d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfomicrobiaceae;g__Desulfomicrobium;s__Desulfomicrobium macestii	d__Bacteria;p__Proteobacteria;x__delta/epsilon subdivisions;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfomicrobiaceae;g__Desulfomicrobium;s__Desulfomicrobium norvegicum	NZ_JADBGG010000003.1_129	NZ_JADBGG010000010.1_47	NZ_JADBGG010000010.1_46											
1109	RS_GCF_014698115.1	2692844	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nostoc;s__Nostoc sp014698115	d__Bacteria;x__Terrabacteria group;x__Cyanobacteria/Melainabacteria group;p__Cyanobacteria;o__Nostocales;f__Nostocaceae;g__Nostoc;x__unclassified Nostoc;s__Nostoc sp. FACHB-973	NZ_JACJSJ010000068.1_54	NZ_JACJSJ010000087.1_28	NZ_JACJSJ010000101.1_35									NZ_JACJSJ010000004.1_98	NZ_JACJSJ010000004.1_96	NZ_JACJSJ010000003.1_51
1110	GB_GCA_007127235.1	2049433	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__SKZT01;g__SKZT01;s__SKZT01 sp007127235	d__Bacteria;p__Proteobacteria;x__delta/epsilon subdivisions;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobacteraceae;x__unclassified Desulfobacteraceae;s__Desulfobacteraceae bacterium	SKZT01000135.1_7	SKZT01000016.1_15	SKZT01000016.1_14											
1111	GB_GCA_013619155.1	2049433	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfolunaceae;g__Desulfoluna;s__Desulfoluna sp013619155	d__Bacteria;p__Proteobacteria;x__delta/epsilon subdivisions;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobacteraceae;x__unclassified Desulfobacteraceae;s__Desulfobacteraceae bacterium	JABXKT010000003.1_70	JABXKT010000061.1_25	JABXKT010000061.1_24											
1112	GB_GCA_016218965.1	2026735	d__Bacteria;p__Myxococcota;c__SpSt-1050;o__SpSt-1050;f__JACRCP01;g__JACRCP01;s__JACRCP01 sp016218965	d__Bacteria;p__Proteobacteria;x__delta/epsilon subdivisions;c__Deltaproteobacteria;x__unclassified Deltaproteobacteria;s__Deltaproteobacteria bacterium	JACRCP010000146.1_5	JACRCP010000178.1_15	JACRCP010000178.1_14											
1113	RS_GCF_017901175.1	111769	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae;g__Thiothrix;s__Thiothrix unzii	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Thiotrichaceae;g__Thiothrix;s__Thiothrix unzii	NZ_CP072793.1_2692	NZ_CP072793.1_1971	NZ_CP072793.1_1970											
1114	GB_GCA_016212825.1	2030800	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__UBA1565;f__UBA9628;g__UBA9628;s__UBA9628 sp016212825	d__Bacteria;p__Elusimicrobia;x__unclassified Elusimicrobia;s__Elusimicrobia bacterium	JACRDS010000047.1_4	JACRDS010000100.1_23	JACRDS010000003.1_16											
1115	GB_GCA_902767015.1	297314	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-603;s__CAG-603 sp902767015	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;x__environmental samples;s__uncultured Lachnospiraceae bacterium	CACXFV010000051.1_4	CACXFV010000007.1_15	CACXFV010000007.1_16											
1116	GB_GCA_008679445.1	1926307	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella_A;s__Veillonella_A sp000431435	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;x__unclassified Veillonella;s__Veillonella sp.	NAND01000001.1_300	NAND01000001.1_1190	NAND01000001.1_1191											
1117	GB_GCA_003326205.1	1840705	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Nostocaceae;g__Nostoc;s__Nostoc sp003326205	d__Bacteria;x__Terrabacteria group;x__Cyanobacteria/Melainabacteria group;p__Cyanobacteria;o__Nostocales;f__Nostocaceae;g__Nostoc;x__unclassified Nostoc;s__Nostoc sp. ATCC 43529	LWTK01000078.1_16	LWTK01000036.1_572	LWTK01000036.1_600									LWTK01000031.1_5	LWTK01000031.1_3	LWTK01000043.1_78
1118	GB_GCA_014359475.1	50741	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__Marinobacter sp014359475	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae;g__Marinobacter;x__unclassified Marinobacter;s__Marinobacter sp.	JACIZI010000018.1_38	JACIZI010000004.1_121	JACIZI010000004.1_120											
1119	RS_GCF_000092305.1	573063	d__Archaea;p__Methanobacteriota_A;c__Methanococci;o__Methanococcales;f__Methanocaldococcaceae;g__Methanocaldococcus_A;s__Methanocaldococcus_A infernus	d__Archaea;p__Euryarchaeota;x__Methanomada group;c__Methanococci;o__Methanococcales;f__Methanocaldococcaceae;g__Methanocaldococcus;s__Methanocaldococcus infernus;x__Methanocaldococcus infernus ME	NC_014122.1_1230	NC_014122.1_37	NC_014122.1_36							NC_014122.1_571	NC_014122.1_53			
1120	RS_GCF_904397815.1	2721143	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Paralachnospira_A;s__Paralachnospira_A sangeri	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Clostridia;x__Clostridia incertae sedis;g__Candidatus Paralachnospira;s__Candidatus Paralachnospira sangeri	NZ_CAJFOT010000124.1_16	NZ_CAJFOT010000127.1_1	NZ_CAJFOT010000058.1_9											
1121	RS_GCF_001874525.1	2125990	d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Pseudodesulfovibrio;s__Pseudodesulfovibrio hydrargyri	d__Bacteria;p__Proteobacteria;x__delta/epsilon subdivisions;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Pseudodesulfovibrio;s__Pseudodesulfovibrio hydrargyri	NZ_LKAQ01000004.1_905	NZ_LKAQ01000001.1_766	NZ_LKAQ01000001.1_765				NZ_LKAQ01000004.1_2352	NZ_LKAQ01000004.1_2355	NZ_LKAQ01000004.1_2350					
1122	RS_GCF_900103325.1	1165689	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Mesorhizobium;s__Mesorhizobium qingshengii	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Phyllobacteriaceae;g__Mesorhizobium;s__Mesorhizobium qingshengii	NZ_FMXM01000003.1_268	NZ_FMXM01000054.1_3	NZ_FMXM01000054.1_4											
1123	RS_GCF_005144475.1	1061	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobacter;s__Rhodobacter capsulatus_C	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobacter;s__Rhodobacter capsulatus	NZ_SWJZ01000008.1_220	NZ_SWJZ01000010.1_6	NZ_SWJZ01000010.1_5				NZ_SWJZ01000010.1_21	NZ_SWJZ01000010.1_20	NZ_SWJZ01000010.1_23			NZ_SWJZ01000066.1_29	NZ_SWJZ01000066.1_26	NZ_SWJZ01000066.1_28
1124	RS_GCF_003851005.1	45657	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfococcaceae;g__Desulfonema_B;s__Desulfonema_B ishimotonii	d__Bacteria;p__Proteobacteria;x__delta/epsilon subdivisions;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfonema;s__Desulfonema ishimotonii	NZ_BEXT01000001.1_5135	NZ_BEXT01000001.1_2737	NZ_BEXT01000001.1_2738											
1125	GB_GCA_903861045.1	77133	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__JAAYNR01;g__CAIWXQ01;s__CAIWXQ01 sp903861045	d__Bacteria;x__environmental samples;s__uncultured bacterium	CAIOST010000092.1_3	CAIOST010000287.1_8	CAIOST010000287.1_9											
1126	GB_GCA_903944165.1	181674	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylovulum;s__Methylovulum sp903944165	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;x__environmental samples;s__uncultured Methylococcaceae bacterium	CAJAQT010000121.1_13	CAJAQT010000063.1_2	CAJAQT010000063.1_3											
1127	GB_GCA_003963125.1	1909294	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__AWTP1-13;s__AWTP1-13 sp003963125	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;x__unclassified Hyphomicrobiales;s__Hyphomicrobiales bacterium	RXJK01000327.1_6	RXJK01000217.1_30	RXJK01000217.1_31									RXJK01000237.1_37	RXJK01000305.1_2	RXJK01000237.1_38
1128	GB_GCA_003987795.1	1888168	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Curvibacter;s__Curvibacter sp003987795	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Curvibacter;x__unclassified Curvibacter;s__Curvibacter sp.	RXJO01000576.1_23	RXJO01000479.1_29	RXJO01000479.1_28											
1129	GB_GCA_012033355.1	2720434	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Elainellales;f__Elainellaceae;g__JAAUTN01;s__JAAUTN01 sp012033355	d__Bacteria;x__Terrabacteria group;x__Cyanobacteria/Melainabacteria group;p__Cyanobacteria;o__Synechococcales;f__Leptolyngbyaceae;x__unclassified Leptolyngbyaceae;s__Leptolyngbyaceae cyanobacterium RM1_406_9	JAAUQZ010000301.1_3	JAAUQZ010000046.1_42	JAAUQZ010000046.1_41									JAAUQZ010000129.1_18	JAAUQZ010000129.1_15	JAAUQZ010000305.1_5
1130	RS_GCF_019207025.1	2794346	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_AM;s__Clostridium_AM sp019207025	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;x__unclassified Clostridium;s__Clostridium sp. PL3	NZ_JAEEGC010000136.1_17	NZ_JAEEGC010000054.1_11	NZ_JAEEGC010000054.1_12	NZ_JAEEGC010000053.1_16	NZ_JAEEGC010000053.1_19	NZ_JAEEGC010000053.1_14								
1131	GB_GCA_903823025.1	86027	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhodoferax;s__Rhodoferax sp903823025	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;x__environmental samples;s__uncultured beta proteobacterium	CAIJRK010000031.1_17	CAIJRK010000061.1_32	CAIJRK010000061.1_33											
1132	GB_GCA_007123335.1	2052143	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__UBA1429;f__UBA1429;g__SKLG01;s__SKLG01 sp007123335	d__Bacteria;x__Terrabacteria group;p__Chloroflexi;c__Anaerolineae;x__unclassified Anaerolineae;s__Anaerolineae bacterium	SKLG01000060.1_16	SKLG01000449.1_4	SKLG01000272.1_1											
1133	GB_GCA_002841495.1	2013781	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Vallitaleaceae;g__Petrocella;s__Petrocella sp002841495	d__Bacteria;x__Terrabacteria group;p__Firmicutes;x__unclassified Firmicutes sensu stricto;s__Firmicutes bacterium HGW-Firmicutes-2	PGZV01000018.1_23	PGZV01000004.1_91	PGZV01000004.1_92											
1134	RS_GCF_000175935.2	592316	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Pantoea;s__Pantoea sp000175935	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Erwiniaceae;g__Pantoea;x__unclassified Pantoea;s__Pantoea sp. At-9b	NC_014837.1_110	NC_014840.1_297	NC_014840.1_296											
1135	GB_GCA_011389885.1	1913989	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Sedimenticolaceae;g__JABBTK01;s__JABBTK01 sp011389885	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;x__unclassified Gammaproteobacteria;s__Gammaproteobacteria bacterium	JAABTK010000108.1_4	JAABTK010000021.1_17	JAABTK010000021.1_18											
1136	RS_GCF_012927165.1	2728840	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Zoogloea;s__Zoogloea sp012927165	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Zoogloeaceae;g__Zoogloea;x__unclassified Zoogloea;s__Zoogloea sp. G-4-1-14	NZ_JABBGA010000007.1_155	NZ_JABBGA010000006.1_83	NZ_JABBGA010000006.1_84											
1137	RS_GCF_003992065.1	159268	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella_A;s__Veillonella_A seminalis	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;x__environmental samples;s__uncultured Veillonella sp.	NZ_RQUZ01000001.1_1	NZ_RQUZ01000011.1_66	NZ_RQUZ01000011.1_65											
1138	GB_GCA_016930215.1	2026735	d__Bacteria;p__Myxococcota;c__Polyangia;o__DRWM01;f__JAAZOP01;g__JAAZOP01;s__JAAZOP01 sp016930215	d__Bacteria;p__Proteobacteria;x__delta/epsilon subdivisions;c__Deltaproteobacteria;x__unclassified Deltaproteobacteria;s__Deltaproteobacteria bacterium	JAFGHH010000419.1_7	JAFGHH010000322.1_12	JAFGHH010000322.1_13											
1139	RS_GCF_014174355.1	142834	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Gluconacetobacter;s__Gluconacetobacter azotocaptans	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Gluconacetobacter;s__Gluconacetobacter azotocaptans	NZ_JABEQF010000003.1_232	NZ_JABEQF010000006.1_225	NZ_JABEQF010000006.1_226											
1140	RS_GCF_000271665.2	1192197	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Propionisporales;f__Propionisporaceae;g__Pelosinus;s__Pelosinus fermentans_A	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Sporomusaceae;g__Pelosinus;s__Pelosinus fermentans;x__Pelosinus fermentans JBW45	NZ_CP010978.1_4761	NZ_CP010978.1_4465	NZ_CP010978.1_4464				NZ_CP010978.1_1013	NZ_CP010978.1_1010	NZ_CP010978.1_1015					
1141	RS_GCF_013423485.1	2735135	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Azospirillales;f__Azospirillaceae;g__Azospirillum;s__Azospirillum oleiclasticum	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Azospirillaceae;g__Azospirillum;s__Azospirillum oleiclasticum	NZ_JABFFR010000007.1_218	NZ_JABFFR010000048.1_15	NZ_JABFFR010000048.1_16											
1142	RS_GCF_000513295.1	431944	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Magnetospirillaceae;g__Magnetospirillum;s__Magnetospirillum gryphiswaldense	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Magnetospirillum;s__Magnetospirillum gryphiswaldense;x__Magnetospirillum gryphiswaldense MSR-1	NC_023065.1_3208	NC_023065.1_333	NC_023065.1_332											
1143	GB_GCA_018715775.1	2840829	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fimousia;s__Fimousia stercorigallinarum	d__Bacteria;x__Terrabacteria group;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;x__Lachnospiraceae incertae sedis;g__Candidatus Fimousia;s__Candidatus Fimousia stercorigallinarum	DVKZ01000040.1_41	DVKZ01000029.1_11	DVKZ01000029.1_12											
1144	RS_GCF_014697375.1	2692848	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Phormidesmiaceae;g__Nodosilinea;s__Nodosilinea sp014697375	d__Bacteria;x__Terrabacteria group;x__Cyanobacteria/Melainabacteria group;p__Cyanobacteria;x__Oscillatoriophycideae;o__Oscillatoriales;f__Oscillatoriaceae;g__Phormidium;x__unclassified Phormidium;s__Phormidium sp. FACHB-1136	NZ_JACJRS010000153.1_4	NZ_JACJRS010000050.1_38	NZ_JACJRS010000050.1_37									NZ_JACJRS010000038.1_45	NZ_JACJRS010000038.1_42	NZ_JACJRS010000100.1_16
